"NG_TH_ID","TH_ID","NG_ID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"NG06_TH00634","TH00634","NG06","quasi-motos","https://groups.google.com./g/net.singles/c/2OdB56Xt0pM",1983-05-17,1,"netsingles"
"NG06_TH00633","TH00633","NG06","Some Pointers on Attracting MOTOS","https://groups.google.com./g/net.singles/c/2UoMkYg-Lro",1983-05-17,2,"netsingles"
"NG06_TH00632","TH00632","NG06","Survey - (nf)","https://groups.google.com./g/net.singles/c/aPA6k2XlUnw",1983-05-17,7,"netsingles"
"NG06_TH00631","TH00631","NG06","Survey - (nf)","https://groups.google.com./g/net.singles/c/xgGkQi6Roh0",1983-05-17,1,"netsingles"
"NG06_TH00630","TH00630","NG06","Feelings from a Telephone Call","https://groups.google.com./g/net.singles/c/jngp7SsqPFY",1983-05-17,1,"netsingles"
"NG06_TH00629","TH00629","NG06","Comments on holding hands with a friend,The Leo Buscaglia method of shaking hands","https://groups.google.com./g/net.singles/c/MytfIOjGeM0",1983-05-17,1,"netsingles"
"NG06_TH00628","TH00628","NG06","Andy took ballet?","https://groups.google.com./g/net.singles/c/DWJAOX7KU1s",1983-05-16,1,"netsingles"
"NG06_TH00627","TH00627","NG06","Male-o-paws","https://groups.google.com./g/net.singles/c/Xw8dtxx6F8U",1983-05-15,2,"netsingles"
"NG06_TH00626","TH00626","NG06","pun of the day","https://groups.google.com./g/net.singles/c/A96OAOpDod8",1983-05-13,1,"netsingles"
"NG06_TH00625","TH00625","NG06","Orphaned response","https://groups.google.com./g/net.singles/c/BUl4ewq1tdQ",1983-05-13,1,"netsingles"
"NG06_TH00624","TH00624","NG06","Pruning Dates","https://groups.google.com./g/net.singles/c/M-EasElIZGg",1983-05-13,1,"netsingles"
"NG06_TH00623","TH00623","NG06","Asking Men Out...","https://groups.google.com./g/net.singles/c/ycgkXCz8JYA",1983-05-13,1,"netsingles"
"NG06_TH00622","TH00622","NG06","A Book for Women on Attracting Men","https://groups.google.com./g/net.singles/c/WsaeiZRP2Os",1983-05-13,1,"netsingles"
"NG06_TH00621","TH00621","NG06","Nice Guys","https://groups.google.com./g/net.singles/c/REp5JcBy3MY",1983-05-13,2,"netsingles"
"NG06_TH00620","TH00620","NG06","subtlety","https://groups.google.com./g/net.singles/c/hTz8HAeA918",1983-05-13,1,"netsingles"
"NG06_TH00619","TH00619","NG06","pawing and body language","https://groups.google.com./g/net.singles/c/a3ueRSYBDi4",1983-05-13,2,"netsingles"
"NG06_TH00618","TH00618","NG06","Dancing Fools","https://groups.google.com./g/net.singles/c/s0pBV8gl4Gg",1983-05-13,1,"netsingles"
"NG06_TH00617","TH00617","NG06","Asking men out","https://groups.google.com./g/net.singles/c/39Px7PcJ6bE",1983-05-13,1,"netsingles"
"NG06_TH00616","TH00616","NG06","Signing Off - (nf)","https://groups.google.com./g/net.singles/c/NilsB-z1nw0",1983-05-13,1,"netsingles"
"NG06_TH00615","TH00615","NG06","miniskirts and where are the single guys","https://groups.google.com./g/net.singles/c/QanT5AGIe_U",1983-05-13,2,"netsingles"
"NG06_TH00614","TH00614","NG06","Orphaned Response - (nf)","https://groups.google.com./g/net.singles/c/uFPXcQHVDac",1983-05-12,3,"netsingles"
"NG06_TH00613","TH00613","NG06","Women asking out Men? More!!!","https://groups.google.com./g/net.singles/c/_9Yb04GFRIc",1983-05-12,1,"netsingles"
"NG06_TH00612","TH00612","NG06","Dating...Equality?","https://groups.google.com./g/net.singles/c/qN9nR9otFLE",1983-05-11,1,"netsingles"
"NG06_TH00611","TH00611","NG06","Arwen""s real id","https://groups.google.com./g/net.singles/c/-w3ghDsZynU",1983-05-10,1,"netsingles"
"NG06_TH00610","TH00610","NG06","Birth Control","https://groups.google.com./g/net.singles/c/9NgRAGPWRQ4",1983-05-10,9,"netsingles"
"NG06_TH00609","TH00609","NG06","Nice Guys","https://groups.google.com./g/net.singles/c/25bkvcoDQFo",1983-05-06,3,"netsingles"
"NG06_TH00608","TH00608","NG06","Arwen and Usenix","https://groups.google.com./g/net.singles/c/644A6lSi7JY",1983-05-05,3,"netsingles"
"NG06_TH00607","TH00607","NG06","Mr. Swan What do you think.....","https://groups.google.com./g/net.singles/c/Kgb0di8OllA",1983-05-05,2,"netsingles"
"NG06_TH00606","TH00606","NG06","Thanks for the cards and letters, but...","https://groups.google.com./g/net.singles/c/I3VD3UNl340",1983-05-05,2,"netsingles"
"NG06_TH00605","TH00605","NG06","pawing","https://groups.google.com./g/net.singles/c/ZBDfHeDHB3w",1983-05-05,10,"netsingles"
"NG06_TH00604","TH00604","NG06","Women Pursuing Men","https://groups.google.com./g/net.singles/c/pmGWqfYs2tM",1983-05-05,1,"netsingles"
"NG06_TH00603","TH00603","NG06","...P.S...","https://groups.google.com./g/net.singles/c/OhpK6LYrB4o",1983-05-04,1,"netsingles"
"NG06_TH00602","TH00602","NG06","nice guys & what to do when you find a MOTOS","https://groups.google.com./g/net.singles/c/VgjOE5xj2Nk",1983-05-03,1,"netsingles"
"NG06_TH00601","TH00601","NG06","Built For Comfort, Not For Speed","https://groups.google.com./g/net.singles/c/CT9JYy9MYSs",1983-05-03,1,"netsingles"
"NG06_TH00600","TH00600","NG06","Why Do People Go out With...?","https://groups.google.com./g/net.singles/c/mlVQAYyM_fI",1983-05-03,5,"netsingles"
"NG06_TH00599","TH00599","NG06","Comments about Lady Arwen","https://groups.google.com./g/net.singles/c/mZys9-i5wq8",1983-05-02,1,"netsingles"
"NG06_TH00598","TH00598","NG06","flame on pawing flames","https://groups.google.com./g/net.singles/c/MYn4y-JuEw8",1983-05-02,1,"netsingles"
"NG06_TH00597","TH00597","NG06","Greetings, and some questions. - (nf)","https://groups.google.com./g/net.singles/c/vKwzMosHC-M",1983-05-02,4,"netsingles"
"NG06_TH00596","TH00596","NG06","Birth Control Education - (nf)","https://groups.google.com./g/net.singles/c/iFbFzH63WwU",1983-05-02,3,"netsingles"
"NG06_TH00595","TH00595","NG06","Re Why Do People Go out With...?","https://groups.google.com./g/net.singles/c/XA2VZOBqaHY",1983-05-01,2,"netsingles"
"NG06_TH00594","TH00594","NG06","proposed new language spec","https://groups.google.com./g/net.singles/c/NNoHwa6XjCI",1983-05-01,2,"netsingles"
"NG06_TH00593","TH00593","NG06","THE phone number","https://groups.google.com./g/net.singles/c/GBvbUR_BhFc",1983-05-01,1,"netsingles"
"NG06_TH00592","TH00592","NG06","Why do people go out with...","https://groups.google.com./g/net.singles/c/mdXNBknn668",1983-05-02,1,"netsingles"
"NG06_TH00591","TH00591","NG06","Why Pawing","https://groups.google.com./g/net.singles/c/W0emxIM0WK0",1983-04-30,1,"netsingles"
"NG06_TH00590","TH00590","NG06","Arwen, pawing, and the discussion of the month","https://groups.google.com./g/net.singles/c/aJ8JmRgl03o",1983-04-30,2,"netsingles"
"NG06_TH00589","TH00589","NG06","Clarification of time sequence in follow up article re: rejuvinating relationships","https://groups.google.com./g/net.singles/c/wO9xJMbvpzU",1983-04-30,1,"netsingles"
"NG06_TH00588","TH00588","NG06","Arwen goes on the road - (nf)","https://groups.google.com./g/net.singles/c/TXoXyQBCYkc",1983-04-30,1,"netsingles"
"NG06_TH00587","TH00587","NG06","What do you think","https://groups.google.com./g/net.singles/c/SDBrFV-EJhI",1983-04-30,1,"netsingles"
"NG06_TH00586","TH00586","NG06","Sneakin' with my sweetie...","https://groups.google.com./g/net.singles/c/o30xFCjUd40",1983-04-30,1,"netsingles"
"NG06_TH00585","TH00585","NG06","Pursuing Attached Women","https://groups.google.com./g/net.singles/c/CfzPex5_paM",1983-04-29,4,"netsingles"
"NG06_TH00584","TH00584","NG06","pawing - (nf)","https://groups.google.com./g/net.singles/c/LSjCfCt6sjQ",1983-04-29,1,"netsingles"
"NG06_TH00583","TH00583","NG06","Sex and the Single Sell","https://groups.google.com./g/net.singles/c/boOtXv2cDJM",1983-04-29,1,"netsingles"
"NG06_TH00582","TH00582","NG06","Arwen's real id - (nf)","https://groups.google.com./g/net.singles/c/SIJZ8t7TNck",1983-04-29,1,"netsingles"
"NG06_TH00581","TH00581","NG06","Seeing someone who's involved.","https://groups.google.com./g/net.singles/c/TtcJKxLvIok",1983-04-29,1,"netsingles"
"NG06_TH00580","TH00580","NG06","Attached and/or Married Womem...","https://groups.google.com./g/net.singles/c/qZglsh-D8vs",1983-04-29,1,"netsingles"
"NG06_TH00579","TH00579","NG06","singles 1411","https://groups.google.com./g/net.singles/c/jMxsxk65An4",1983-04-30,1,"netsingles"
"NG06_TH00578","TH00578","NG06","Stating the ground rules for a relationship","https://groups.google.com./g/net.singles/c/zPC2DRboq8Q",1983-04-30,1,"netsingles"
"NG06_TH00577","TH00577","NG06","Perfect Woman","https://groups.google.com./g/net.singles/c/zbaUhi6HByI",1983-04-30,1,"netsingles"
"NG06_TH00576","TH00576","NG06","Dating somebody else's","https://groups.google.com./g/net.singles/c/5R2QB4dtfa8",1983-04-29,1,"netsingles"
"NG06_TH00575","TH00575","NG06","GREG's tunnel vision","https://groups.google.com./g/net.singles/c/7D0UQopmT5U",1983-04-29,1,"netsingles"
"NG06_TH00574","TH00574","NG06","Sex and the single netter","https://groups.google.com./g/net.singles/c/qFa5prUWPIs",1983-04-29,2,"netsingles"
"NG06_TH00573","TH00573","NG06","Arwen has a birthday party. - (nf)","https://groups.google.com./g/net.singles/c/-cD3Dr710Rk",1983-04-28,2,"netsingles"
"NG06_TH00572","TH00572","NG06","Pursueing Attached Women","https://groups.google.com./g/net.singles/c/jf5BNSb9bsE",1983-04-29,1,"netsingles"
"NG06_TH00571","TH00571","NG06","Arwenism - from the Lady A herself.","https://groups.google.com./g/net.singles/c/ieSLkEribVA",1983-04-28,1,"netsingles"
"NG06_TH00570","TH00570","NG06","pawing-much ado, little sensitivity","https://groups.google.com./g/net.singles/c/shmlBFcIv_k",1983-04-28,1,"netsingles"
"NG06_TH00569","TH00569","NG06","Ad hominum","https://groups.google.com./g/net.singles/c/DZbx_R_7_JQ",1983-04-27,2,"netsingles"
"NG06_TH00568","TH00568","NG06","Apology","https://groups.google.com./g/net.singles/c/Xqa_19opJC0",1983-04-27,1,"netsingles"
"NG06_TH00567","TH00567","NG06","friends and hugging - (nf)","https://groups.google.com./g/net.singles/c/AWGD-Udt77c",1983-04-27,1,"netsingles"
"NG06_TH00566","TH00566","NG06","Lady Arwen is ...","https://groups.google.com./g/net.singles/c/ReXXDeOMWtI",1983-04-27,1,"netsingles"
"NG06_TH00565","TH00565","NG06","pawing uproar","https://groups.google.com./g/net.singles/c/XOEHNjJf5UQ",1983-04-27,1,"netsingles"
"NG06_TH00564","TH00564","NG06","Arwens trip","https://groups.google.com./g/net.singles/c/L8dFn74VoVA",1983-04-27,6,"netsingles"
"NG06_TH00563","TH00563","NG06","not about birth control","https://groups.google.com./g/net.singles/c/XvVoelw3GdM",1983-04-27,3,"netsingles"
"NG06_TH00562","TH00562","NG06","complex - (nf)","https://groups.google.com./g/net.singles/c/09cYKWBfhFM",1983-04-27,1,"netsingles"
"NG06_TH00561","TH00561","NG06","A serious warning. - (nf)","https://groups.google.com./g/net.singles/c/AJj2kgaMJgA",1983-04-25,1,"netsingles"
"NG06_TH00560","TH00560","NG06","Net.Singles???????","https://groups.google.com./g/net.singles/c/t2sly6vvTWo",1983-04-25,1,"netsingles"
"NG06_TH00559","TH00559","NG06","Arwen has a new Account!","https://groups.google.com./g/net.singles/c/lZOUJJrD_AI",1983-04-25,1,"netsingles"
"NG06_TH00558","TH00558","NG06","Birth Control & Arwen","https://groups.google.com./g/net.singles/c/Z9hplXX-Vu0",1983-04-25,6,"netsingles"
"NG06_TH00557","TH00557","NG06","Pawing","https://groups.google.com./g/net.singles/c/BPcKJCNTqQE",1983-04-25,2,"netsingles"
"NG06_TH00556","TH00556","NG06","Chastity and Credibility","https://groups.google.com./g/net.singles/c/IAN1UmbcPy8",1983-04-25,1,"netsingles"
"NG06_TH00555","TH00555","NG06","expectations","https://groups.google.com./g/net.singles/c/IArTZCefwmg",1983-04-25,2,"netsingles"
"NG06_TH00554","TH00554","NG06","seeing red","https://groups.google.com./g/net.singles/c/vj6U239U7bM",1983-04-25,2,"netsingles"
"NG06_TH00553","TH00553","NG06","to hug or not to hug","https://groups.google.com./g/net.singles/c/VbrpRrQaCRY",1983-04-25,1,"netsingles"
"NG06_TH00552","TH00552","NG06","Birth Control and Vulgarity","https://groups.google.com./g/net.singles/c/KjZxQzDBTOQ",1983-04-25,1,"netsingles"
"NG06_TH00551","TH00551","NG06","Restaurant at the End of the Network, No 2","https://groups.google.com./g/net.singles/c/M-3wSGabEWA",1983-04-24,1,"netsingles"
"NG06_TH00550","TH00550","NG06","{ir}Relevant tale","https://groups.google.com./g/net.singles/c/pD-VlLhIrvA",1983-04-24,1,"netsingles"
"NG06_TH00549","TH00549","NG06","""Farewell"" letters","https://groups.google.com./g/net.singles/c/vtw2JNdC5MQ",1983-04-24,1,"netsingles"
"NG06_TH00548","TH00548","NG06","Arwen Forgive Them!","https://groups.google.com./g/net.singles/c/_LBFacLkT4I",1983-04-24,3,"netsingles"
"NG06_TH00547","TH00547","NG06","Virginity","https://groups.google.com./g/net.singles/c/JYyRN1krNmw",1983-04-24,2,"netsingles"
"NG06_TH00546","TH00546","NG06","Violent Pawing Flame","https://groups.google.com./g/net.singles/c/5XDnyYz34r0",1983-04-24,2,"netsingles"
"NG06_TH00545","TH00545","NG06","birth control: a man's reply - (nf)","https://groups.google.com./g/net.singles/c/TnuXG3Bs2M0",1983-04-23,1,"netsingles"
"NG06_TH00544","TH00544","NG06","Descent of Woman book report","https://groups.google.com./g/net.singles/c/DoX5UR3reY4",1983-04-23,1,"netsingles"
"NG06_TH00543","TH00543","NG06","Need summary of 'The Descent of Woman","https://groups.google.com./g/net.singles/c/TFJ03RKCqJ8",1983-04-22,1,"netsingles"
"NG06_TH00542","TH00542","NG06","a males reply","https://groups.google.com./g/net.singles/c/byKvahfDc-U",1983-04-22,4,"netsingles"
"NG06_TH00541","TH00541","NG06","I know who Arwen REALLY is...","https://groups.google.com./g/net.singles/c/4Bjyq1O5tKA",1983-04-22,1,"netsingles"
"NG06_TH00540","TH00540","NG06","SIGPAW","https://groups.google.com./g/net.singles/c/4PFUa5BQZD0",1983-04-22,1,"netsingles"
"NG06_TH00539","TH00539","NG06","A serious warning.","https://groups.google.com./g/net.singles/c/l3XeEURL0Pw",1983-04-22,1,"netsingles"
"NG06_TH00538","TH00538","NG06","one last letter","https://groups.google.com./g/net.singles/c/9TJ2lmz769U",1983-04-21,3,"netsingles"
"NG06_TH00537","TH00537","NG06","birth control effectiveness","https://groups.google.com./g/net.singles/c/ZGFU1bOUgSA",1983-04-21,1,"netsingles"
"NG06_TH00536","TH00536","NG06","The best form of birth control?","https://groups.google.com./g/net.singles/c/srYOUaOwGW8",1983-04-20,3,"netsingles"
"NG06_TH00535","TH00535","NG06","do you ask","https://groups.google.com./g/net.singles/c/MVFJ1CtXamg",1983-04-20,2,"netsingles"
"NG06_TH00534","TH00534","NG06","Arwen's real id","https://groups.google.com./g/net.singles/c/NBKG0PtoUSY",1983-04-20,2,"netsingles"
"NG06_TH00533","TH00533","NG06","Birth Control Education","https://groups.google.com./g/net.singles/c/MJY9wnWsrPU",1983-04-20,1,"netsingles"
"NG06_TH00532","TH00532","NG06","Birth Control and Vulgarity","https://groups.google.com./g/net.singles/c/1-XywFC3_6s",1983-04-20,4,"netsingles"
"NG06_TH00531","TH00531","NG06","pawing - (nf)","https://groups.google.com./g/net.singles/c/EXNdKp7frgE",1983-04-20,1,"netsingles"
"NG06_TH00530","TH00530","NG06","birth control","https://groups.google.com./g/net.singles/c/W50XBFIIlYI",1983-04-20,1,"netsingles"
"NG06_TH00529","TH00529","NG06","BirthControl & Catholicism","https://groups.google.com./g/net.singles/c/KgTN8gl1L9I",1983-04-19,1,"netsingles"
"NG06_TH00528","TH00528","NG06","re fathers and daughters","https://groups.google.com./g/net.singles/c/5x8bxyhJXYY",1983-04-19,1,"netsingles"
"NG06_TH00527","TH00527","NG06","Birth Control","https://groups.google.com./g/net.singles/c/sXzDDDskotc",1983-04-19,5,"netsingles"
"NG06_TH00526","TH00526","NG06","sex ed in schools","https://groups.google.com./g/net.singles/c/XfdWxgVm6t4",1983-04-19,1,"netsingles"
"NG06_TH00525","TH00525","NG06","Abstinence as birth control","https://groups.google.com./g/net.singles/c/YzBVNgOzy0s",1983-04-19,2,"netsingles"
"NG06_TH00524","TH00524","NG06","complex","https://groups.google.com./g/net.singles/c/EETqDHUTpRw",1983-04-18,1,"netsingles"
"NG06_TH00523","TH00523","NG06","Birth Control - (nf)","https://groups.google.com./g/net.singles/c/WtjMhTMlA7M",1983-04-18,1,"netsingles"
"NG06_TH00522","TH00522","NG06","single_but_wish_the_hell_I_was_married","https://groups.google.com./g/net.singles/c/4JZtCiG9_KA",1983-04-18,2,"netsingles"
"NG06_TH00521","TH00521","NG06","Swimming/Herpes?","https://groups.google.com./g/net.singles/c/IfZZIBTUcJw",1983-04-18,4,"netsingles"
"NG06_TH00520","TH00520","NG06","Toast with a hint of flame.","https://groups.google.com./g/net.singles/c/WxQYnbxUzJ0",1983-04-18,1,"netsingles"
"NG06_TH00519","TH00519","NG06","sponge contraceptive","https://groups.google.com./g/net.singles/c/UWbCZCJy0so",1983-04-17,1,"netsingles"
"NG06_TH00518","TH00518","NG06","Arwen's age= Octal 18?","https://groups.google.com./g/net.singles/c/e0XZUM0Zj88",1983-04-17,1,"netsingles"
"NG06_TH00517","TH00517","NG06","Abortion NOT a form of birth control","https://groups.google.com./g/net.singles/c/R61Zo-aW7Mw",1983-04-17,2,"netsingles"
"NG06_TH00516","TH00516","NG06","Lady Arwen is ...","https://groups.google.com./g/net.singles/c/3UF__3VOjyM",1983-04-17,1,"netsingles"
"NG06_TH00515","TH00515","NG06","Birth control responsibility","https://groups.google.com./g/net.singles/c/Vhyve4eFPKg",1983-04-17,1,"netsingles"
"NG06_TH00514","TH00514","NG06","Leave Arwen Alone!","https://groups.google.com./g/net.singles/c/Yw0479rtePc",1983-04-17,2,"netsingles"
"NG06_TH00513","TH00513","NG06","Lady Arwen is ......","https://groups.google.com./g/net.singles/c/-PdjWqv46AI",1983-04-17,1,"netsingles"
"NG06_TH00512","TH00512","NG06","no comment","https://groups.google.com./g/net.singles/c/G8H3tSwDqSE",1983-04-17,1,"netsingles"
"NG06_TH00511","TH00511","NG06","More Birth Control (a song) - (nf)","https://groups.google.com./g/net.singles/c/XY-Sj25fSIA",1983-04-16,1,"netsingles"
"NG06_TH00510","TH00510","NG06","Cervical caps available in Oregon, anyway","https://groups.google.com./g/net.singles/c/ZzbyBhCdnoM",1983-04-15,1,"netsingles"
"NG06_TH00509","TH00509","NG06","Lady Arwen's Birthday Party","https://groups.google.com./g/net.singles/c/eFnpuQBPToc",1983-04-15,5,"netsingles"
"NG06_TH00508","TH00508","NG06","Lady Arwen""s Birthday Party","https://groups.google.com./g/net.singles/c/k0F1mn5lh9M",1983-04-15,1,"netsingles"
"NG06_TH00507","TH00507","NG06","It's my birthday!","https://groups.google.com./g/net.singles/c/KBLlOwj3grg",1983-04-15,1,"netsingles"
"NG06_TH00506","TH00506","NG06","Marriage","https://groups.google.com./g/net.singles/c/e1Uflv_xwQc",1983-04-15,1,"netsingles"
"NG06_TH00505","TH00505","NG06","cervical caps","https://groups.google.com./g/net.singles/c/onVF49pEQxA",1983-04-15,1,"netsingles"
"NG06_TH00504","TH00504","NG06","Catholic birth control","https://groups.google.com./g/net.singles/c/I2zx9Z7V96g",1983-04-15,1,"netsingles"
"NG06_TH00503","TH00503","NG06","Finally leaving the singles scene","https://groups.google.com./g/net.singles/c/p4p-f2n9IFI",1983-04-15,1,"netsingles"
"NG06_TH00502","TH00502","NG06","Re; Birth control effectiveness","https://groups.google.com./g/net.singles/c/6zGzco7X20g",1983-04-14,1,"netsingles"
"NG06_TH00501","TH00501","NG06","Vaginal Sponge Request","https://groups.google.com./g/net.singles/c/wnWeOS62dHA",1983-04-14,1,"netsingles"
"NG06_TH00500","TH00500","NG06","Arwen has a birthday party.","https://groups.google.com./g/net.singles/c/0q1Ct42Iln8",1983-04-14,1,"netsingles"
